fast,decision,failedcomp,decision_time,intime,round,gender,age,ed,pgg,mturk
1,1,1,9,1,1,0,22,l2,1,1
1,0.5,0,9,1,1,0,46,l2,1,1
0,0,0,9,0,1,0,28,l2,1,1
1,1,1,9,1,1,0,23,l2,1,1
1,1,1,9,1,1,0,25,l2,1,1
1,0.5,0,9,1,1,0,29,l2,1,1
1,0.5,0,9,1,1,0,20,l2,1,1
1,1,1,9,1,1,1,29,l2,1,1
1,0.05,0,9,1,1,1,23,l2,1,1
1,1,1,9,1,1,1,52,l2,1,1
1,0.7,0,9,1,1,1,24,l2,1,1
1,0.1,0,9,1,1,1,30,l2,1,1
1,0.5,0,9,1,1,0,31,l2,1,1
1,0.65,0,9,1,1,1,53,l2,1,1
0,0.05,1,9,0,1,0,25,l2,1,1
1,0.5,0,9,1,1,0,44,l2,1,1
1,0.5,1,9,1,1,1,50,l2,1,1
1,1,0,9,1,1,0,51,l2,1,1
1,1,0,9,1,1,1,25,l2,1,1
0,0,0,9,0,1,0,32,l2,1,1
1,0,0,9,1,1,1,36,l2,1,1
1,0.55,1,9,1,1,1,19,l2,1,1
1,0,0,9,1,1,0,33,l2,1,1
1,1,1,9,1,1,1,52,l2,1,1
1,0.45,0,9,1,1,0,19,l2,1,1
1,1,0,9,1,1,0,28,l2,1,1
1,0.25,0,9,1,1,1,31,l2,1,1
1,1,0,9,1,1,1,25,l2,1,1
1,0.5,0,9,1,1,1,19,l2,1,1
1,1,0,9,1,1,1,19,l2,1,1
1,0.45,0,9,1,1,0,22,l2,1,1
1,0.65,0,9,1,1,1,22,l2,1,1
0,0.5,0,9,0,1,0,28,l2,1,1
1,1,0,9,1,1,0,21,l2,1,1
1,1,0,9,1,1,1,30,l2,1,1
1,0.1,1,9,1,1,0,23,l2,1,1
0,0.5,0,9,0,1,1,23,l2,1,1
1,1,0,9,1,1,0,22,l2,1,1
1,0.15,0,9,1,1,0,18,l2,1,1
1,1,0,9,1,1,1,42,l2,1,1
1,0,0,9,1,1,0,28,l2,1,1
1,0,0,9,1,1,1,62,l2,1,1
1,0.75,1,9,1,1,1,21,l2,1,1
1,1,0,9,1,1,0,24,l2,1,1
1,1,0,9.001,1,1,0,23,l2,1,1
1,0,1,9.076,1,1,0,39,l2,1,1
1,1,0,9.087,1,1,0,25,l2,1,1
0,1,1,9.148,0,1,0,21,l2,1,1
1,1,0,9.208,1,1,0,22,l2,1,1
1,0.5,0,9.21,1,1,0,21,l2,0,1
1,1,0,9.298,1,1,0,55,l2,0,0
1,1,1,9.476,1,1,0,28,l2,0,0
1,1,0,9.508,1,1,0,30,l2,1,1
0,0.75,0,9.574,1,1,0,34,l2,0,1
0,1,0,9.591,0,1,0,38,l2,1,1
0,1,0,9.656,1,1,0,40,l2,1,1
1,0.5,1,9.797,1,1,0,44,l2,1,1
1,0.25,0,9.802,1,1,0,18,l2,0,1
1,1,1,9.821,1,1,1,52,l2,1,1
0,0.75,1,9.835,1,1,1,47,l2,1,1
1,0.5,0,9.843,1,1,1,35,l2,1,1
1,1,1,9.866,1,1,1,35,l2,0,1
1,0.5,0,9.895,1,1,0,22,l2,0,1
1,0.25,1,9.901,1,1,0,24,l2,0,1
0,1,1,9.919,1,1,1,24,l2,0,1
1,1,0,9.967,1,1,0,23,l2,0,1
1,0.5,0,9.975,1,1,1,21,l2,0,1
0,0.05,0,10,0,1,0,41,l2,1,1
1,0.5,0,10,1,1,1,21,l2,1,1
1,0.75,0,10,1,1,0,18,l2,1,1
1,1,0,10,1,1,1,21,l2,1,1
1,0.25,0,10,1,1,0,35,l2,1,1
1,0.75,1,10,1,1,1,29,l2,1,1
1,0.5,0,10,1,1,0,23,l2,1,1
1,1,0,10,1,1,1,21,l2,0,1
1,0,0,10,1,1,0,19,l2,1,1
1,1,0,10,1,1,0,35,l2,1,1
1,0.25,0,10,1,1,0,20,l2,1,1
1,1,1,10,1,1,0,34,l2,1,1
1,0,0,10,1,1,0,20,l2,1,1
1,1,0,10,1,1,0,20,l2,1,1
0,0.5,1,10,0,1,1,18,l2,1,1
1,0.5,1,10,1,1,1,22,l2,1,1
1,1,0,10,1,1,1,36,l2,1,1
0,1,0,10,0,1,1,19,l2,1,1
1,1,0,10,1,1,1,27,l2,1,1
1,0.9,0,10,1,1,0,34,l2,1,1
1,1,0,10,1,1,0,19,l2,1,1
1,1,0,10,1,1,1,20,l2,1,1
1,0.75,0,10,1,1,0,18,l2,1,1
1,0,0,10,1,1,0,21,l2,1,1
1,0.5,0,10,1,1,0,45,l2,1,1
1,0,0,10,1,1,0,21,l2,1,1
0,0.75,0,10,0,1,0,26,l2,1,1
1,0.5,0,10,1,1,0,23,l2,1,1
1,0.35,1,10,1,1,1,50,l2,1,1
1,0.75,0,10,1,1,0,31,l2,1,1
1,1,0,10,1,1,0,22,l2,1,1
1,0.7,0,10,1,1,0,21,l2,1,1
1,1,1,10,1,1,1,38,l2,1,1
1,0,0,10,1,1,0,21,l2,1,1
1,0.85,0,10,1,1,1,33,l2,1,1
1,0,0,10,1,1,0,26,l2,1,1
1,1,1,10,1,1,0,30,l2,1,1
1,0.75,1,10,1,1,1,21,l2,1,1
1,0.75,0,10,1,1,0,21,l2,1,1
1,0.75,0,10,1,1,1,25,l2,1,1
1,0.4,0,10,1,1,1,34,l2,1,1
1,1,0,10,1,1,1,24,l2,1,1
1,0,0,10,1,1,0,45,l2,1,1
1,1,1,10,1,1,0,50,l2,1,1
0,0.75,0,10,1,1,1,19,l2,1,1
1,1,0,10,1,1,0,41,l2,1,1
1,1,0,10,1,1,1,38,l2,1,1
1,1,0,10,1,1,0,24,l2,1,1
1,1,0,10,1,1,0,20,l2,1,1
1,0,0,10,1,1,1,25,l2,1,1
1,0,1,10.008,1,1,0,35,l2,0,1
1,0.5,0,10.037,0,1,0,29,l2,1,1
0,1,1,10.072,1,1,0,28,l2,0,1
1,0.7,0,10.174,1,1,0,23,l2,0,0
0,0.5,0,10.314,1,1,0,20,l2,0,1
1,0.75,0,10.333,1,1,1,18,l2,0,1
1,0.75,0,10.378,1,1,1,24,l2,1,1
1,0,0,10.468,1,1,0,44,l2,0,1
1,0,0,10.544,1,1,0,20,l2,0,1
1,0.5,0,10.595,1,1,1,20,l2,0,1
0,0.5,0,10.621,1,1,1,21,l2,0,0
0,1,0,10.679,1,1,0,19,l2,1,1
0,1,0,10.693,1,1,0,20,l2,1,1
0,0.5,0,10.856,1,1,0,24,l2,0,1
0,0.75,1,10.873,1,1,0,33,l2,0,1
0,0,0,10.951,1,1,0,21,l2,0,1
1,0.3,1,10.977,1,1,1,44,l2,0,0
1,0.5,1,11,0,1,1,27,l2,1,1
1,0,0,11,0,1,1,29,l2,1,1
1,1,0,11,0,1,1,44,l2,1,1
0,1,0,11,1,1,1,30,l2,0,1
1,1,0,11,0,1,1,30,l2,0,1
1,1,0,11,0,1,0,44,l2,0,1
1,1,1,11,0,1,0,28,l2,1,1
1,0.45,0,11,0,1,1,22,l2,1,1
1,1,0,11,0,1,0,20,l2,1,1
0,1,1,11,1,1,1,27,l2,1,1
1,1,0,11,0,1,1,21,l2,1,1
1,1,0,11,0,1,0,41,l2,1,1
1,0.75,1,11,0,1,0,22,l2,1,1
1,0.65,1,11,0,1,0,30,l2,1,1
1,0.75,0,11,0,1,0,20,l2,1,1
1,0.65,1,11,0,1,0,24,l2,1,1
1,0.75,0,11,0,1,0,19,l2,1,1
1,1,1,11,0,1,1,27,l2,1,1
1,0.5,1,11,0,1,1,20,l2,1,1
1,0.5,0,11,0,1,0,53,l2,1,1
1,0.05,0,11,0,1,1,48,l2,1,1
1,0.75,0,11,0,1,0,23,l2,1,1
0,0.15,1,11,1,1,0,19,l2,1,1
1,0.05,0,11,0,1,0,33,l2,1,1
1,0.95,0,11,0,1,0,26,l2,1,1
1,0.25,0,11,0,1,0,20,l2,1,1
1,0.35,0,11,0,1,0,35,l2,1,1
1,0.3,1,11,0,1,1,48,l2,1,1
1,0,0,11,0,1,1,32,l2,1,1
1,1,1,11,0,1,1,43,l2,1,1
1,0,0,11,0,1,0,19,l2,1,1
1,0.95,0,11,0,1,1,28,l2,1,1
1,0.75,0,11,0,1,0,19,l2,1,1
1,0,1,11,0,1,0,26,l2,1,1
0,0.75,1,11,1,1,0,25,l2,1,1
0,0.5,0,11,1,1,0,29,l2,1,1
1,0,0,11,0,1,1,22,l2,1,1
1,1,0,11,0,1,0,41,l2,1,1
1,0.5,1,11,0,1,1,23,l2,1,1
1,0,0,11,0,1,0,24,l2,1,1
0,1,0,11.018,1,1,1,33,l2,0,1
0,0.8,1,11.122,1,1,1,65,l2,0,0
0,0,1,11.181,1,1,0,22,l2,1,1
1,0,0,11.191,0,1,0,21,l2,1,1
0,0,0,11.218,1,1,1,30,l2,1,1
0,1,1,11.267,1,1,1,22,l2,1,1
0,0,0,11.299,1,1,0,22,l2,1,1
0,0.3,0,11.3,1,1,1,58,l2,0,0
0,1,0,11.352,1,1,0,35,l2,1,1
0,0,0,11.361,1,1,0,20,l2,0,1
0,1,0,11.377,1,1,0,23,l2,1,1
0,0,0,11.403,1,1,1,24,l2,1,1
0,0,0,11.464,1,1,0,18,l2,1,1
0,1,0,11.47,1,1,1,24,l2,1,1
1,0.3,0,11.501,0,1,1,20,l2,0,0
0,0.5,0,11.505,1,1,1,56,l2,1,1
0,0,0,11.546,1,1,0,23,l2,1,1
0,1,0,11.579,1,1,0,20,l2,1,1
1,0.75,0,11.637,0,1,1,27,l2,0,1
0,1,0,11.638,1,1,0,22,l2,1,1
1,0.5,0,11.648,0,1,0,49,l2,0,1
0,0.75,1,11.708,1,1,1,41,l2,1,1
0,0,0,11.711,1,1,0,20,l2,1,1
0,0.25,0,11.721,1,1,1,30,l2,1,1
0,1,0,11.735,1,1,0,20,l2,0,1
0,1,0,11.751,1,1,1,56,l2,1,1
0,1,0,11.758,1,1,0,25,l2,0,1
0,0.25,1,11.763,1,1,1,31,l2,0,1
0,1,0,11.776,1,1,1,18,l2,1,1
0,1,0,11.776,1,1,1,18,l2,1,1
0,1,0,11.807,1,1,1,20,l2,1,1
0,0.75,0,11.81,1,1,0,27,l2,1,1
0,0.75,0,11.841,1,1,1,57,l2,1,1
0,1,0,11.841,1,1,0,20,l2,1,1
0,0.75,0,11.86,1,1,0,24,l2,1,1
0,0.75,1,11.87,1,1,1,21,l2,0,1
0,1,0,11.898,1,1,1,18,l2,1,1
0,0.5,0,11.9,1,1,0,21,l2,0,1
0,1,0,11.936,1,1,0,27,l2,1,1
0,1,0,11.943,1,1,0,22,l2,1,1
0,0,0,11.971,1,1,0,19,l2,1,1
1,0.25,1,12,0,1,0,21,l2,1,1
1,0,0,12,0,1,0,21,l2,1,1
1,1,0,12,0,1,1,21,l2,1,1
0,0.75,1,12,1,1,0,18,l2,1,1
1,0.45,0,12,0,1,0,20,l2,1,1
1,0.65,1,12,0,1,1,34,l2,1,1
0,0.75,1,12,1,1,1,25,l2,1,1
1,0.05,1,12,0,1,1,22,l2,1,1
0,0.25,0,12,1,1,1,32,l2,1,1
0,0.5,0,12,1,1,0,31,l2,1,1
1,0.05,1,12,0,1,1,23,l2,1,1
1,1,0,12,0,1,1,19,l2,1,1
1,0,0,12,0,1,0,48,l2,1,1
1,0.65,0,12,0,1,1,26,l2,1,1
1,1,0,12,0,1,0,27,l2,1,1
0,0,0,12,1,1,0,19,l2,1,1
0,1,1,12,1,1,0,22,l2,1,1
0,1,0,12,1,1,0,31,l2,1,1
0,0.25,0,12,1,1,0,23,l2,1,1
1,1,0,12,0,1,1,22,l2,1,1
1,0,0,12,0,1,0,23,l2,1,1
1,1,0,12,0,1,0,27,l2,1,1
1,0.25,1,12,0,1,0,22,l2,1,1
1,0.5,0,12,0,1,1,53,l2,1,1
0,1,0,12,1,1,1,43,l2,1,1
1,0.25,0,12,0,1,1,29,l2,1,1
1,0.05,0,12,0,1,1,23,l2,1,1
1,0,0,12,0,1,0,22,l2,1,1
0,0.5,0,12,1,1,1,24,l2,1,1
0,0.25,1,12.004,1,1,0,21,l2,1,1
0,1,0,12.027,1,1,1,21,l2,0,1
0,0,0,12.044,1,1,0,19,l2,1,1
0,1,1,12.103,1,1,0,25,l2,0,1
0,0.75,1,12.121,1,1,0,18,l2,0,1
0,0.25,0,12.162,1,1,1,23,l2,0,1
1,0,0,12.275,0,1,1,27,l2,1,1
0,0.5,0,12.282,1,1,0,19,l2,0,1
0,0.5,0,12.3,1,1,1,27,l2,0,1
0,0.5,0,12.343,1,1,0,24,l2,1,1
0,0.5,0,12.357,1,1,0,22,l2,1,1
0,0.5,0,12.371,1,1,1,20,l2,1,1
0,1,1,12.372,1,1,0,21,l2,1,1
0,1,0,12.392,1,1,0,22,l2,0,1
0,1,0,12.395,1,1,0,20,l2,1,1
0,0.25,0,12.433,1,1,0,28,l2,1,1
0,1,0,12.433,1,1,0,18,l2,1,1
0,0,0,12.449,1,1,0,21,l2,1,1
0,1,0,12.454,1,1,0,29,l2,0,1
0,0,0,12.461,1,1,1,21,l2,0,1
0,1,1,12.467,1,1,0,22,l2,1,1
1,1,1,12.472,0,1,0,35,l2,0,1
0,0.5,0,12.493,1,1,0,26,l2,0,1
0,1,0,12.493,1,1,0,24,l2,1,1
0,1,0,12.513,1,1,0,18,l2,1,1
0,1,0,12.513,1,1,1,22,l2,1,1
0,1,0,12.53,1,1,0,22,l2,1,1
0,0.75,0,12.534,1,1,0,19,l2,1,1
0,0,0,12.563,1,1,0,20,l2,0,1
0,0.5,0,12.571,1,1,1,57,l2,0,1
1,1,0,12.573,0,1,0,20,l2,1,1
0,1,0,12.605,1,1,0,23,l2,1,1
0,1,1,12.61,1,1,1,58,l2,1,1
0,0,0,12.623,1,1,1,23,l2,1,1
1,0.75,1,12.644,0,1,0,20,l2,0,1
0,0.5,1,12.711,1,1,1,23,l2,1,1
0,1,0,12.722,1,1,1,61,l2,0,1
1,0.25,0,12.733,0,1,0,27,l2,1,1
0,0.5,0,12.794,1,1,1,20,l2,0,1
1,0.5,0,12.8,0,1,0,22,l2,0,1
0,1,1,12.805,1,1,1,37,l2,1,1
0,1,0,12.841,1,1,1,27,l2,1,1
1,0,0,12.857,0,1,0,18,l2,0,1
0,0,0,12.898,1,1,0,42,l2,0,1
0,0,0,12.93,1,1,0,32,l2,0,0
0,1,0,12.944,1,1,0,18,l2,1,1
0,0.5,0,12.963,1,1,0,21,l2,1,1
0,0,1,12.994,1,1,1,49,l2,0,0
0,0.5,0,12.999,1,1,1,34,l2,1,1
1,0.4,0,13,0,1,0,22,l2,0,1
1,0,0,13,0,1,0,18,l2,0,1
1,1,0,13,0,1,1,44,l2,0,1
1,0,0,13,0,1,1,53,l2,0,1
1,0.25,0,13,0,1,0,22,l2,1,1
0,1,0,13,1,1,0,20,l2,1,1
1,0.65,0,13,0,1,1,21,l2,1,1
1,0,0,13,0,1,1,21,l2,1,1
1,0.75,0,13,0,1,1,26,l2,1,1
0,1,1,13,1,1,0,18,l2,1,1
1,0.25,0,13,0,1,0,23,l2,1,1
1,1,1,13,0,1,1,30,l2,1,1
0,1,1,13,1,1,0,46,l2,1,1
1,0.5,1,13,0,1,1,52,l2,1,1
1,1,0,13,0,1,0,26,l2,1,1
1,1,0,13,0,1,1,45,l2,1,1
1,0.5,0,13,0,1,1,26,l2,1,1
0,0.25,1,13,1,1,1,35,l2,1,1
1,0.5,0,13,0,1,0,54,l2,1,1
0,0.5,1,13,1,1,0,37,l2,1,1
1,0.5,0,13,0,1,1,51,l2,1,1
1,0.5,1,13,0,1,0,35,l2,1,1
0,1,0,13,1,1,0,42,l2,1,1
1,1,1,13,0,1,0,28,l2,1,1
1,0.55,0,13,0,1,1,20,l2,1,1
1,0.75,1,13,0,1,0,20,l2,1,1
1,0.25,1,13,0,1,1,32,l2,1,1
0,0.5,0,13,1,1,1,31,l2,1,1
1,1,0,13,0,1,0,21,l2,1,1
0,0.5,1,13,1,1,0,21,l2,1,1
0,0.75,0,13,1,1,0,32,l2,1,1
0,1,0,13,1,1,0,19,l2,1,1
0,0.65,0,13,1,1,1,30,l2,1,1
0,0.15,0,13,1,1,1,19,l2,1,1
1,1,0,13.037,0,1,0,22,l2,0,1
0,0.25,1,13.039,1,1,0,22,l2,1,1
0,1,1,13.072,1,1,1,44,l2,1,1
0,1,1,13.087,1,1,1,26,l2,1,1
0,1,0,13.088,1,1,0,25,l2,1,1
0,0,0,13.111,1,1,0,20,l2,1,1
0,0.5,1,13.133,1,1,0,22,l2,1,1
0,0.5,0,13.135,1,1,1,19,l2,0,1
0,1,0,13.137,1,1,1,25,l2,1,1
0,0.75,1,13.145,1,1,1,34,l2,1,1
1,1,0,13.158,0,1,0,34,l2,0,1
0,0,0,13.158,1,1,0,25,l2,1,1
1,0.5,0,13.236,0,1,0,38,l2,0,1
1,0.5,0,13.239,0,1,0,19,l2,0,1
0,0.25,1,13.241,1,1,1,25,l2,1,1
0,1,0,13.251,1,1,0,21,l2,1,1
0,1,0,13.253,1,1,1,25,l2,1,1
0,0.25,0,13.261,1,1,1,20,l2,1,1
0,1,0,13.277,1,1,1,34,l2,1,1
1,0,1,13.297,0,1,1,34,l2,0,0
0,1,0,13.317,1,1,1,27,l2,1,1
0,1,0,13.319,1,1,0,31,l2,1,1
0,1,0,13.331,1,1,1,32,l2,1,1
0,0.5,1,13.374,1,1,0,44,l2,0,1
0,0.5,1,13.383,1,1,0,25,l2,0,1
0,0.5,0,13.386,1,1,0,27,l2,0,1
1,1,1,13.434,0,1,1,41,l2,1,1
0,0.25,0,13.443,1,1,0,19,l2,1,1
0,0.25,0,13.507,1,1,1,24,l2,1,1
0,1,1,13.52,1,1,1,41,l2,1,1
0,1,0,13.532,1,1,1,42,l2,1,1
0,0.75,0,13.582,1,1,0,29,l2,1,1
0,0,0,13.623,1,1,0,52,l2,0,1
0,1,0,13.663,1,1,0,18,l2,0,1
0,1,0,13.686,1,1,0,31,l2,1,1
0,0.5,0,13.699,1,1,1,21,l2,1,1
0,1,1,13.699,1,1,0,32,l2,1,1
0,1,0,13.709,1,1,0,21,l2,1,1
0,0.25,1,13.71,1,1,1,32,l2,1,1
0,0.75,0,13.725,1,1,0,27,l2,1,1
0,0.5,0,13.732,1,1,0,25,l2,0,1
0,1,0,13.736,1,1,0,27,l2,1,1
0,0.75,0,13.776,1,1,0,50,l2,1,1
0,0,0,13.784,1,1,0,29,l2,1,1
0,0.75,0,13.804,1,1,0,51,l2,0,1
1,0,0,13.807,0,1,1,48,l2,0,1
0,1,0,13.849,1,1,1,51,l2,1,1
0,0,1,13.92,1,1,0,18,l2,1,1
0,0.25,0,13.932,1,1,1,23,l2,0,1
0,0.75,1,13.986,1,1,0,19,l2,1,1
0,1,0,13.989,1,1,1,29,l2,1,1
0,0.5,1,14,1,1,0,19,l2,1,1
1,0.5,0,14,0,1,0,21,l2,1,1
0,0.25,1,14,1,1,1,24,l2,1,1
1,1,0,14,0,1,0,35,l2,1,1
1,0.1,0,14,0,1,0,33,l2,1,1
0,0.5,0,14,1,1,0,36,l2,1,1
1,0.25,0,14,0,1,0,68,l2,1,1
0,0.95,1,14,1,1,0,29,l2,1,1
0,1,1,14,1,1,0,25,l2,1,1
0,0,0,14,1,1,0,35,l2,1,1
0,1,0,14,1,1,0,26,l2,1,1
1,0.5,1,14,0,1,1,42,l2,1,1
0,0.25,0,14,1,1,1,51,l2,1,1
0,1,0,14,1,1,1,35,l2,1,1
1,0.9,1,14,0,1,0,27,l2,1,1
0,1,1,14,1,1,0,47,l2,1,1
1,0.5,1,14,0,1,0,22,l2,1,1
1,1,0,14,0,1,0,25,l2,1,1
1,1,0,14,0,1,0,22,l2,1,1
0,1,1,14,1,1,0,27,l2,1,1
1,0,1,14,0,1,0,19,l2,1,1
1,0.5,0,14,0,1,1,36,l2,1,1
0,1,1,14,1,1,0,41,l2,1,1
0,1,0,14,1,1,0,41,l2,1,1
1,1,0,14,0,1,1,52,l2,1,1
1,0.5,0,14,0,1,0,27,l2,1,1
0,1,0,14,1,1,1,30,l2,1,1
0,0,0,14.011,1,1,0,21,l2,1,1
0,0,0,14.02,1,1,1,20,l2,1,1
0,0.4,0,14.07,1,1,1,21,l2,0,0
0,0.5,0,14.073,1,1,0,33,l2,1,1
0,0.25,0,14.134,1,1,0,21,l2,1,1
0,0,0,14.163,1,1,0,36,l2,0,1
0,1,0,14.165,1,1,1,27,l2,0,1
0,0.5,0,14.173,1,1,0,34,l2,1,1
0,1,1,14.214,1,1,0,30,l2,1,1
0,0,0,14.248,1,1,1,24,l2,1,1
0,1,0,14.262,1,1,0,33,l2,1,1
0,0.25,0,14.301,1,1,0,24,l2,0,1
0,0.25,1,14.308,1,1,0,28,l2,1,1
0,0.25,0,14.336,1,1,0,22,l2,0,1
0,0.5,0,14.415,1,1,1,32,l2,1,1
0,1,0,14.431,1,1,1,52,l2,1,1
0,1,1,14.447,1,1,0,18,l2,1,1
0,0.5,1,14.448,1,1,1,25,l2,0,1
0,0.5,0,14.484,1,1,1,29,l2,1,1
0,0,0,14.529,1,1,0,26,l2,0,1
0,1,0,14.53,1,1,0,26,l2,1,1
0,0.5,1,14.532,1,1,0,23,l2,0,1
0,0.75,0,14.567,1,1,1,69,l2,1,1
0,0,0,14.636,1,1,0,22,l2,0,1
0,1,1,14.647,1,1,0,48,l2,1,1
0,1,1,14.684,1,1,1,40,l2,0,1
0,1,1,14.685,1,1,1,42,l2,0,1
0,0.75,0,14.692,1,1,0,20,l2,0,1
0,1,0,14.722,1,1,0,20,l2,1,1
0,0.25,0,14.768,1,1,1,22,l2,0,1
0,1,0,14.772,1,1,0,20,l2,1,1
0,0,0,14.778,1,1,0,36,l2,0,1
0,0.5,0,14.779,1,1,1,29,l2,1,1
0,1,0,14.922,1,1,1,22,l2,0,1
1,1,1,14.975,0,1,0,19,l2,1,1
0,0,0,14.976,1,1,1,20,l2,0,1
0,0.5,0,14.98,1,1,1,31,l2,1,1
0,0.4,1,15,1,1,0,20,l2,1,1
0,0.25,0,15,1,1,0,18,l2,1,1
1,0.55,1,15,0,1,0,28,l2,1,1
1,0.25,1,15,0,1,0,33,l2,1,1
1,1,1,15,0,1,1,54,l2,1,1
0,0.5,1,15,1,1,1,29,l2,1,1
1,1,0,15,0,1,1,74,l2,1,1
1,1,1,15,0,1,0,28,l2,1,1
1,0.4,1,15,0,1,1,20,l2,1,1
1,0.75,1,15,0,1,0,23,l2,1,1
0,0.5,0,15,1,1,1,25,l2,1,1
1,1,1,15,0,1,0,43,l2,1,1
1,0.5,0,15,0,1,0,23,l2,1,1
0,0,0,15,1,1,1,37,l2,1,1
0,1,0,15,1,1,0,28,l2,1,1
0,1,1,15,1,1,0,29,l2,1,1
1,1,0,15,0,1,0,42,l2,1,1
1,0.15,0,15,0,1,0,46,l2,1,1
1,1,1,15,0,1,1,19,l2,1,1
1,0.15,1,15,0,1,0,23,l2,1,1
0,1,1,15,1,1,0,21,l2,1,1
1,1,0,15,0,1,1,20,l2,1,1
0,1,1,15,1,1,0,26,l2,1,1
0,0,0,15,1,1,1,26,l2,1,1
1,0.65,0,15,0,1,0,43,l2,1,1
1,0,0,15,0,1,0,30,l2,1,1
1,0.25,0,15,0,1,0,22,l2,1,1
0,0,1,15,1,1,0,19,l2,1,1
0,0.75,0,15,1,1,1,28,l2,1,1
0,0.5,0,15.01,1,1,1,18,l2,0,1
0,1,0,15.051,1,1,0,29,l2,0,1
0,0.75,0,15.1,1,1,0,25,l2,1,1
0,0,0,15.113,1,1,0,38,l2,1,1
0,1,1,15.137,1,1,1,41,l2,0,1
0,0.5,0,15.162,1,1,0,19,l2,0,1
0,0.75,0,15.205,1,1,0,21,l2,1,1
0,0.5,0,15.228,1,1,0,18,l2,1,1
0,1,0,15.229,1,1,1,26,l2,0,1
0,1,0,15.306,1,1,0,19,l2,1,1
0,0.5,0,15.326,1,1,1,21,l2,0,1
0,1,1,15.395,1,1,1,37,l2,1,1
0,0.75,0,15.418,1,1,0,19,l2,0,1
0,0.5,1,15.456,1,1,0,47,l2,1,1
0,0.25,1,15.461,1,1,0,19,l2,0,1
0,0.5,1,15.572,1,1,1,40,l2,0,1
0,1,1,15.572,1,1,0,27,l2,1,1
0,1,0,15.578,1,1,1,33,l2,1,1
0,0.5,0,15.607,1,1,1,40,l2,1,1
0,1,1,15.655,1,1,1,22,l2,1,1
0,0,1,15.656,1,1,1,19,l2,0,1
0,0.5,0,15.69,1,1,0,27,l2,1,1
0,1,1,15.692,1,1,0,20,l2,0,1
0,0,0,15.713,1,1,0,28,l2,1,1
0,1,0,15.798,1,1,0,30,l2,1,1
0,1,0,15.822,1,1,0,19,l2,1,1
0,1,0,15.826,1,1,1,21,l2,0,1
0,0,0,15.847,1,1,0,23,l2,1,1
0,0.5,0,15.854,1,1,1,20,l2,1,1
0,0.4,0,15.87,1,1,1,22,l2,0,0
0,1,0,15.929,1,1,0,24,l2,0,1
0,0.5,0,15.949,1,1,0,30,l2,1,1
0,0,0,15.972,1,1,1,33,l2,1,1
0,0.5,0,15.974,1,1,1,44,l2,0,1
0,1,1,15.996,1,1,0,29,l2,1,1
1,0.75,0,16,0,1,1,53,l2,1,1
1,0.5,0,16,0,1,1,26,l2,1,1
0,0,0,16,1,1,0,31,l2,1,1
1,0.8,0,16,0,1,1,22,l2,1,1
0,1,0,16,1,1,0,29,l2,1,1
1,0.25,0,16,0,1,1,19,l2,1,1
0,1,1,16,1,1,1,27,l2,1,1
0,1,1,16,1,1,1,61,l2,1,1
0,0.1,0,16,1,1,0,20,l2,1,1
1,0.75,0,16,0,1,1,23,l2,1,1
0,0,0,16,1,1,1,58,l2,1,1
0,1,1,16,1,1,0,38,l2,1,1
1,1,1,16,0,1,1,52,l2,1,1
1,0.1,0,16,0,1,0,35,l2,1,1
0,0.75,0,16,1,1,0,22,l2,1,1
0,1,0,16,1,1,0,21,l2,1,1
0,0,0,16,1,1,1,24,l2,1,1
0,0,0,16,1,1,0,31,l2,1,1
1,0.5,1,16,0,1,0,24,l2,1,1
0,0.65,1,16,1,1,1,24,l2,1,1
1,0.25,1,16,0,1,0,21,l2,1,1
0,0.65,1,16,1,1,0,22,l2,1,1
1,0.5,0,16,0,1,0,27,l2,1,1
1,0.25,0,16,0,1,0,24,l2,1,1
0,0,0,16.002,1,1,0,62,l2,0,1
0,1,0,16.015,1,1,1,24,l2,1,1
0,1,0,16.026,1,1,0,43,l2,1,1
0,0.5,0,16.073,1,1,0,23,l2,1,1
0,1,0,16.088,1,1,0,19,l2,1,1
0,0,0,16.098,1,1,1,28,l2,0,1
0,1,1,16.14,1,1,0,20,l2,1,1
0,0.5,0,16.215,1,1,1,25,l2,1,1
0,1,1,16.293,1,1,0,26,l2,1,1
0,0.25,1,16.301,1,1,1,31,l2,0,1
0,0.5,0,16.319,1,1,0,19,l2,1,1
0,0,0,16.382,1,1,1,46,l2,0,1
0,1,0,16.504,1,1,0,34,l2,1,1
0,0.25,0,16.564,1,1,0,20,l2,1,1
1,1,0,16.601,0,1,0,19,l2,1,1
0,1,0,16.61,1,1,1,50,l2,0,1
0,0,0,16.61,1,1,0,51,l2,1,1
0,0,0,16.64,1,1,1,56,l2,1,1
0,0,0,16.715,1,1,1,21,l2,1,1
0,1,0,16.722,1,1,1,55,l2,1,1
0,0,0,16.754,1,1,1,24,l2,0,1
0,0.5,1,16.794,1,1,1,65,l2,1,1
0,0.5,1,16.794,1,1,1,65,l2,1,1
0,0.5,0,16.823,1,1,0,22,l2,1,1
0,1,0,16.903,1,1,1,22,l2,0,1
0,1,1,16.906,1,1,0,69,l2,1,1
0,0.25,1,16.976,1,1,1,21,l2,1,1
1,0.05,0,17,0,1,1,31,l2,1,1
1,0.7,1,17,0,1,0,23,l2,1,1
0,1,0,17,1,1,0,25,l2,1,1
